0,0250892460137696	0,00792886518633599	0,513557976918676	-0,0510533514329895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0,00792886518633599	0,00250599249729177	0,163285848816078	-0,0161824529785659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0,513557976918676	0,163285848816078	63,85465754032	4,96592985604373	15,4131433584264	-3,71057049476848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
-0,0510533514329895	-0,0161824529785659	4,96592985604373	1,25645183204896	3,71057253812913	-0,856285717533301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	15,4131433584264	3,71057253812913	89,0537142857835	4,40018040404055E-06	15,4131418073598	-3,71057032005788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	-3,71057049476848	-0,856285717533301	4,40018040404055E-06	2,2834285713543	3,71057217949121	-0,856285711410933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	15,4131418073598	3,71057217949121	89,0537142629694	2,99285039506714E-06	15,413140974026	-3,71057067063634	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	-3,71057032005788	-0,856285711410933	2,99285039506714E-06	2,28342859437681	3,71057153983273	-0,856285707172649	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	15,413140974026	3,71057153983273	89,0537142523591	4,63180167109556E-07	15,4131408550844	-3,71057130631035	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	-3,71057067063634	-0,856285707172649	4,63180167109556E-07	2,28342860508502	3,71057086275344	-0,856285706513373	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	15,4131408550844	3,71057086275344	89,0537142577703	-2,22682545825137E-06	15,4131414500577	-3,71057198543621	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	-3,71057130631035	-0,856285706513373	-2,22682545825137E-06	2,28342859962383	3,71057039038364	-0,856285709675235	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	15,4131414500577	3,71057039038364	89,0537142772942	-4,11515682152697E-06	15,4131427613321	-3,71057246490559	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	-3,71057198543621	-0,856285709675235	-4,11515682152697E-06	2,28342857992079	3,71057036339865	-0,856285715447582	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	15,4131427613321	3,71057036339865	89,0537143032949	-4,23982826358582E-06	15,4131447941571	-3,71057250013098	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	-3,71057246490559	-0,856285715447582	-4,23982826358582E-06	2,28342855368616	3,71057102103314	-0,856285721166908	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,4131447941571	3,71057102103314	89,0537143224092	-1,63890749149687E-06	15,4131462200483	-3,71057184592395	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3,71057250013098	-0,856285721166908	-1,63890749149687E-06	2,28342853441296	3,71057215546407	-0,856285723014471	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15,4131462200483	3,71057215546407	64,0248309003077	-4,94425308044042	0,527864993684955	-0,167748389225275	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3,71057184592395	-0,856285723014471	-4,94425308044042	1,25921105377671	0,0528753392201218	-0,0167507739564044	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,527864993684955	0,0528753392201218	0,026291969287235	-0,00830403005135115	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0,167748389225275	-0,0167507739564044	-0,00830403005135115	0,00262301735090854	
